37.816512	342987
37.845740	60252
37.823706	88813
37.780989	58765
37.733999	58818
37.839894	186438
37.812465	232865
37.790431	135961
37.792005	118221
37.851810	81219
37.727704	44874
37.818760	83921
37.819435	199251
37.722308	58818
37.816512	199251
37.802572	83784
37.855857	93586
37.804146	83784
37.810216	47440
37.792905	59313
37.795153	113620
37.860803	85182
37.805720	96729
37.774244	45348
37.741643	58818
37.864176	238371
37.777841	57562
37.857431	85182
37.854058	265679
37.834723	101933
37.768173	85677
37.837646	201365
37.833149	186438
37.815612	179252
37.834273	169770
37.796727	113620
37.837421	85046
37.881713	95103
37.816062	104811
37.799200	99628
37.869572	44244
37.818535	199251
37.754459	52470
37.861253	85182
37.834048	169770
37.758505	58818
37.860803	80920
37.770871	41122
37.793354	73051
37.838320	169770
37.798076	38592
37.842142	60252
37.826404	199251
37.845065	243730
37.798975	113620
37.830226	106750
37.805945	47440
37.793129	56209
37.842142	76848
37.848213	243730
37.864625	35190
37.770421	50815
37.755808	34503
37.836297	169770
37.810441	93415
37.823706	64601
37.803022	99628
37.780089	105678
37.831575	74008
37.853609	186438
37.774019	61608
37.868672	44244
37.800324	135961
37.756032	45579
37.769073	50815
37.720734	72785
37.736922	58818
37.815388	342987
37.745016	58818
37.836297	74008
37.717811	70180
37.850911	243730
37.856981	110223
37.781438	105678
37.810441	232865
37.797626	170383
37.807743	232865
37.825505	98650
37.811565	232865
37.774918	79874
37.836746	186438
37.852709	87042
37.856756	238371
37.721633	58818
37.754459	36982
37.790207	94027
37.856981	80920
37.849562	243730
37.780989	105678
37.817411	199251
37.834048	199251
37.838545	60252
37.860803	71805
37.834723	199251
37.759854	36982
37.805945	61230
37.722308	70180
37.814938	37632
37.828653	63067
37.754009	45579
37.771096	67572
37.879239	120617
37.731076	58818
37.808418	83784
37.857206	71805
37.759405	53648
37.855857	238371
37.776042	61608
37.809092	199251
37.804146	83784
37.849112	186438
37.714664	70180
37.775817	61608
37.757381	45579
37.862827	238371
37.767948	39402
37.831575	82495
37.726580	58818
37.807968	145380
37.853384	80920
37.769297	39402
37.827304	199251
37.819884	60886
37.862602	71442
37.871370	44244
37.722083	72785
37.780089	105678
37.856981	85182
37.747938	53159
37.757831	52470
37.825955	99419
37.790881	61336
37.796951	73051
37.811341	179252
37.845290	132725
37.870021	238371
37.761653	36982
37.833374	169770
37.802347	99628
37.788858	59995
37.801223	77265
37.750412	45579
37.860803	93586
37.874068	71848
37.775817	79874
37.790881	54560
37.850236	62063
37.837646	169770
37.814039	232865
37.819659	60886
37.796277	135961
37.817186	342987
37.762103	52470
37.836522	169770
37.861703	222994
37.802572	83784
37.881263	95103
37.800774	96729
37.778965	79874
37.829327	88813
37.804371	96729
37.793129	135961
37.794254	59995
37.837421	101933
37.796277	59995
37.795602	49200
37.782113	63684
37.867548	35190
37.855183	93586
37.837196	84732
37.813364	104811
37.797851	96729
37.795153	49200
37.756932	36982
37.827978	63067
37.754908	52470
37.789757	118221
37.828653	88813
37.803921	65410
37.791780	135961
37.809092	179252
37.865075	44244
37.816287	342987
37.777391	57562
37.725006	58818
37.846189	76848
37.857206	80920
37.760979	52470
37.781438	58765
37.796727	59995
37.842817	76848
37.862152	238371
37.842367	85046
37.808193	51819
37.846864	110666
37.804596	96729
37.857881	80920
37.808193	83784
37.856082	79930
37.832924	199251
37.796951	170383
37.820783	199251
37.845740	243730
37.769297	39402
37.803696	93415
37.852485	63031
37.756032	52470
37.860578	79930
37.769747	49741
37.762103	41122
37.850461	62063
37.817636	342987
37.856756	225315
37.747264	57700
37.825055	88813
37.733999	58818
37.859005	85182
37.813589	74158
37.848662	63031
37.806844	145380
37.812690	60886
37.853159	238371
37.789082	56209
37.791331	118221
37.821458	60886
37.872944	79349
37.838095	169770
37.790881	118221
37.869797	106714
37.780989	105678
37.856981	265679
37.830901	74008
37.757156	34503
37.848438	225315
37.827079	169770
37.852035	63031
37.809317	203756
37.799874	203756
37.813589	60841
37.784361	88460
37.855407	79930
37.758505	68495
37.824381	80861
37.841018	201365
37.785035	105678
37.814488	179252
37.844391	186438
37.847763	62063
37.763227	51216
37.742543	58818
37.850236	79930
37.856082	79930
37.846864	118159
37.779190	88460
37.867323	35190
37.810441	71906
37.842817	84732
37.797401	59313
37.841693	132725
37.782562	61141
37.819435	60841
37.724556	58818
37.812690	179252
37.850011	118159
37.798300	49200
37.758056	53648
37.867548	44244
37.834273	186438
37.757156	34503
37.772445	50815
37.802347	39264
37.821683	37632
37.828653	88813
37.879015	175584
37.779864	88460
37.818535	104811
37.744116	58818
37.751311	52470
37.867773	71442
37.843491	243730
37.830451	269798
37.812914	179252
37.814938	60841
37.837646	84732
37.768398	39402
37.837421	169770
37.779190	85677
37.861253	238371
37.847763	76848
37.801898	93415
37.817636	342987
37.735573	58818
37.778515	57562
37.786834	135961
37.809542	145380
37.814488	60841
37.836971	169770
37.793129	59995
37.750636	40057
37.822132	60841
37.843267	118159
37.751311	45579
37.783237	135961
37.806844	39264
37.769747	39402
37.751761	45579
37.778740	88460
37.848438	110666
37.801223	203756
37.819435	83921
37.842367	186438
37.815837	179252
37.831126	158575
37.839220	84732
37.801448	99628
37.779415	63684
37.786834	105678
37.795378	59313
37.838095	84732
37.807519	83784
37.830451	169770
37.819435	199251
37.719610	70180
37.841693	243730
37.777841	61608
37.838995	132725
37.834723	169770
37.768398	51216
37.787509	105678
37.767724	65703
37.776492	79874
37.850686	87042
37.819210	52707
37.806619	83784
37.780539	88460
37.823032	169770
37.834723	186438
37.805495	61230
37.875417	79349
37.815163	199251
37.811116	59935
37.787284	118221
37.854958	265679
37.778965	105678
37.856307	93586
37.861028	93586
37.795153	94027
37.825955	199251
37.779864	105678
37.866199	53386
37.773569	67572
37.805270	99628
37.761878	53648
37.827753	98650
37.783237	105678
37.777166	79874
37.783462	105678
37.793804	113620
37.816961	104811
37.782113	88460
37.848887	79930
37.822807	241961
37.814263	342987
37.763452	36982
37.814039	179252
37.750187	40057
37.732200	44874
37.872045	397940
37.843941	243730
37.793129	118221
37.830901	63067
37.796277	59995
37.765026	51216
37.831800	169770
37.831351	63067
37.804371	83784
37.820783	342987
37.769297	85677
37.782787	88460
37.796052	69381
37.742318	58818
37.785485	88460
37.850461	186438
37.831800	169770
37.749737	45579
37.776492	85677
37.818086	52707
37.839894	169770
37.834273	169770
37.718935	58818
37.846864	181040
37.723207	72785
37.759180	52470
37.805720	83784
37.735798	58818
37.806844	99628
37.763452	51216
37.816062	342987
37.824606	99419
37.853159	110223
37.858780	238371
37.829777	158575
37.845065	118159
37.851360	62063
37.771321	61608
37.835622	101933
37.829552	169770
37.827079	99419
37.862602	238371
37.856082	71805
37.781213	105678
37.839444	169770
37.875642	79349
37.810441	232865
37.797401	59313
37.845290	60252
37.844616	76848
37.753110	52470
37.842817	76848
37.772670	67572
37.765026	65703
37.820334	80861
37.781438	45348
37.751761	40057
37.874293	71848
37.820559	64601
37.781663	51209
37.838095	84732
37.751536	40057
37.746140	58818
37.816737	52707
37.762103	36982
37.822807	60841
37.832025	99419
37.755808	45579
37.864176	109688
37.782787	88460
37.854283	265679
37.765925	39402
37.851136	225315
37.804146	83784
37.792905	135961
37.857206	265679
37.807743	83784
37.753559	34503
37.853834	238371
37.843941	118159
37.877890	120617
37.770421	85677
37.839894	186438
37.855857	110223
37.721858	72785
37.835397	99419
37.756482	45579
37.795378	113620
37.844840	181040
37.721858	58818
37.775593	105678
37.834048	82495
37.819659	83921
37.836746	186438
37.772220	49741
37.797401	203756
37.771096	50815
37.733774	58818
37.834273	201365
37.767499	39402
37.755133	45579
37.850011	186438
37.794703	59995
37.846414	76848
37.860129	238371
37.831126	169770
37.811116	145380
37.773344	85677
37.763901	65703
37.819884	342987
37.841018	60252
37.865075	106714
37.762103	36982
37.839669	186438
37.822582	199251
37.774019	79874
37.799425	203756
37.790881	61336
37.776267	85677
37.810891	232865
37.831575	82495
37.799200	96729
37.830226	169770
37.816961	60841
37.752885	40057
37.727254	58818
37.818535	199251
37.842817	60252
37.855857	110223
37.789982	105678
37.793804	49200
37.727704	70180
37.774918	79874
37.767948	65703
37.783462	45348
37.836297	82495
37.786160	118221
37.843042	76848
37.750187	58818
37.849787	243730
37.758730	53648
37.794254	56657
37.775143	135961
37.825280	63067
37.861703	61092
37.795602	113620
37.783462	105678
37.777391	45348
37.738496	58818
37.778291	45348
37.730402	58818
37.829552	74008
37.822582	37632
37.837196	243730
37.857206	71805
37.800099	38592
37.821233	342987
37.805270	61230
37.806844	61230
37.827528	199251
37.856981	265679
37.763452	41122
37.828653	74008
37.796951	96729
37.802347	38592
37.793129	59995
37.803472	135961
37.812465	83921
37.816961	199251
37.859005	80920
37.764351	51216
37.832250	74008
37.750412	59076
37.799874	38592
37.795378	73051
37.798975	73051
37.771770	91955
37.813589	37632
37.792455	69381
37.750636	52470
37.785260	105678
37.833599	169770
37.735348	58818
37.845740	110666
37.833149	199251
37.786609	61336
37.780314	79874
37.801448	93415
37.766599	50815
37.854733	238371
37.719610	72785
37.807069	83784
37.721858	70180
37.857881	238371
37.834048	101933
37.823706	88813
37.798076	203756
37.840793	169770
37.821458	199251
37.831126	74008
37.856981	265679
37.777616	63684
37.806170	61230
37.849562	76848
37.758955	36982
37.843716	243730
37.796052	73051
37.867099	53386
37.835173	201365
37.800549	49200
37.791106	94027
37.838995	186438
37.841918	132725
37.837196	186438
37.767499	65703
37.783462	105678
37.843716	132725
37.799649	69381
37.799425	113620
37.832475	199251
37.834048	101933
37.828653	63067
37.838995	110666
37.811341	199251
37.813139	60886
37.850236	79930
37.827079	64601
37.859229	85182
37.800549	203756
37.798076	135961
37.729502	58441
37.805495	51819
37.811565	60886
37.786834	118221
37.792680	59313
37.751536	60163
37.832924	158575
37.781438	58765
37.725680	58818
37.807968	83784
37.769522	49741
37.835622	74008
37.810216	203756
37.842817	243730
37.785485	118221
37.828203	106750
37.849787	87042
37.853159	87042
37.800549	96729
37.838320	132725
37.812240	74158
37.837421	186438
37.835622	63067
37.765026	85677
37.845065	132725
37.828653	199251
37.718261	77212
37.846864	243730
37.783911	88460
37.813589	232865
37.792680	73051
37.789307	61336
37.766824	41122
37.781438	58765
37.807968	145380
37.809992	179252
37.730627	44874
37.849112	243730
37.840793	169770
37.772895	91955
37.845515	76848
37.751985	40057
37.775817	79874
37.778740	63684
37.866649	53386
37.812015	83921
37.865300	106714
37.755358	65703
37.844391	132725
37.829102	63067
37.774693	91955
37.741194	57700
37.852035	79930
37.850011	243730
37.876766	71848
37.856307	110223
37.850686	118159
37.844166	60252
37.754459	52470
37.854508	110223
37.839669	132725
37.764801	41122
37.860803	85182
37.818310	342987
37.812240	93593
37.825505	99419
37.769522	41122
37.845290	186438
37.793129	59313
37.779190	63684
37.848662	186438
37.806619	96729
37.765475	50815
37.849787	79930
37.856756	265679
37.800099	49200
37.854733	80920
37.768398	49741
37.843941	243730
37.851136	243730
37.862152	61092
37.856756	265679
37.776942	135961
37.858780	93586
37.809542	83784
37.861478	238371
37.834498	201365
37.813364	232865
37.770646	85677
37.804596	51819
37.822132	60841
37.778740	135961
